datetime,122_WIND_1,309_WIND_1,317_WIND_1,303_WIND_1
2007-01-04 12:00:00,12.11,7.34,5.45,17.26
2007-01-04 13:00:00,11.44,8.73,5.78,17.37
2007-01-04 14:00:00,11.1,9.64,5.26,17.92
2007-01-04 15:00:00,9.81,11.1,5.5600000000000005,18.38
2007-01-04 16:00:00,10.64,8.83,8.63,18.79
2007-01-04 17:00:00,10.68,7.63,10.23,18.38
2007-01-04 18:00:00,10.96,8.97,9.66,15.07
2007-01-04 19:00:00,10.42,8.98,11.59,15.39
2007-01-04 20:00:00,10.72,8.71,12.52,19.04
2007-01-04 21:00:00,11.33,9.05,13.32,20.53
2007-01-04 22:00:00,11.69,10.18,16.580000000000002,17.54
2007-01-04 23:00:00,11.62,10.92,19.38,12.37
2007-01-05 00:00:00,11.4,12.5,18.19,19.87
2007-01-05 01:00:00,11.24,10.54,17.740000000000002,21.61
2007-01-05 02:00:00,11.81,10.24,15.25,21.29
2007-01-05 03:00:00,12.38,7.22,16.65,20.54
2007-01-05 04:00:00,12.62,8.52,14.55,22.19
2007-01-05 05:00:00,12.63,10.79,14.41,20.4
2007-01-05 06:00:00,12.73,12.21,10.1,17.490000000000002
2007-01-05 07:00:00,14.11,11.12,11.58,21.71
2007-01-05 08:00:00,18.31,9.84,3.36,23.59
2007-01-05 09:00:00,18.67,11.6,6.82,22.17
2007-01-05 10:00:00,17.67,8.98,17.76,16.79
2007-01-05 11:00:00,15.92,8.98,18.78,16.22
2007-01-05 12:00:00,11.36,6.890000000000001,17.330000000000002,11.74
2007-01-05 13:00:00,8.64,8.36,15.99,8.05
2007-01-05 14:00:00,9.32,4.79,16.25,9.41
2007-01-05 15:00:00,13.42,8.01,15.01,7.69
2007-01-05 16:00:00,13.44,12.67,13.32,13.5
2007-01-05 17:00:00,13.79,19.74,20.02,17.69
2007-01-05 18:00:00,10.69,18.9,20.6,20.71
2007-01-05 19:00:00,13.31,19.39,21.95,20.22
2007-01-05 20:00:00,15.81,18.98,23.0,18.9
2007-01-05 21:00:00,15.02,17.8,23.37,18.93
2007-01-05 22:00:00,13.87,16.17,22.32,17.76
2007-01-05 23:00:00,15.88,15.22,21.7,13.73
2007-01-06 00:00:00,17.23,11.03,19.1,10.39
2007-01-06 01:00:00,22.21,10.45,20.04,9.34
2007-01-06 02:00:00,25.97,8.72,22.58,6.73
2007-01-06 03:00:00,28.94,7.0600000000000005,24.79,13.42
2007-01-06 04:00:00,30.84,8.61,25.43,11.27
2007-01-06 05:00:00,30.62,9.7,18.63,2.08
2007-01-06 06:00:00,30.75,11.73,4.03,2.25
2007-01-06 07:00:00,29.68,11.72,11.45,0.4
2007-01-06 08:00:00,30.18,12.49,10.57,1.59
2007-01-06 09:00:00,29.44,11.24,6.5,1.08
2007-01-06 10:00:00,28.64,9.02,2.06,1.05
2007-01-06 11:00:00,27.32,9.2,2.65,1.83
2007-01-06 12:00:00,25.89,7.640000000000001,1.57,2.04
2007-01-06 13:00:00,24.38,7.27,2.72,2.76
2007-01-06 14:00:00,23.42,4.73,0.65,3.67
2007-01-06 15:00:00,21.88,3.38,0.75,3.63
2007-01-06 16:00:00,19.72,3.3000000000000003,1.46,3.2
2007-01-06 17:00:00,17.98,1.97,1.97,1.65
2007-01-06 18:00:00,13.91,0.5,1.38,1.69
2007-01-06 19:00:00,10.61,0.32,0.52,1.53
2007-01-06 20:00:00,9.72,0.78,1.54,1.82
2007-01-06 21:00:00,9.94,0.79,1.3,1.96
2007-01-06 22:00:00,9.02,0.43,1.43,0.88
2007-01-06 23:00:00,8.31,0.16,0.97,4.83
2007-01-07 00:00:00,10.01,0.53,1.44,5.5200000000000005
2007-01-07 01:00:00,10.5,3.63,2.18,4.2700000000000005
2007-01-07 02:00:00,12.1,3.83,1.93,5.11
2007-01-07 03:00:00,13.1,6.8500000000000005,3.09,3.03
2007-01-07 04:00:00,12.93,4.3,5.08,2.27
2007-01-07 05:00:00,12.15,3.19,7.63,3.53
2007-01-07 06:00:00,12.04,2.81,8.31,2.29
2007-01-07 07:00:00,11.07,1.54,8.540000000000001,8.870000000000001
2007-01-07 08:00:00,11.97,2.45,3.52,3.61
2007-01-07 09:00:00,14.0,4.79,0.74,5.6000000000000005
2007-01-07 10:00:00,13.22,8.85,2.71,4.66
2007-01-07 11:00:00,13.92,9.7,2.62,1.5
2007-01-07 12:00:00,12.21,11.04,1.39,0.58
2007-01-07 13:00:00,13.66,11.77,1.24,1.05
2007-01-07 14:00:00,14.98,11.45,2.44,1.44
2007-01-07 15:00:00,17.53,10.93,2.33,2.57
2007-01-07 16:00:00,17.66,9.61,6.0600000000000005,3.27
2007-01-07 17:00:00,18.59,9.45,9.47,3.3000000000000003
2007-01-07 18:00:00,19.94,10.69,10.24,3.89
2007-01-07 19:00:00,21.09,11.38,10.15,2.52
2007-01-07 20:00:00,20.23,10.76,7.59,0.3
2007-01-07 21:00:00,19.13,9.97,7.52,2.19
2007-01-07 22:00:00,18.02,9.99,5.14,1.73
2007-01-07 23:00:00,17.080000000000002,9.23,6.13,1.75
2007-01-08 00:00:00,17.82,10.02,5.13,0.74
2007-01-08 01:00:00,17.66,11.72,7.01,3.17
2007-01-08 02:00:00,17.900000000000002,10.86,5.63,1.7
2007-01-08 03:00:00,16.77,12.64,4.89,1.72
2007-01-08 04:00:00,15.55,10.77,3.2,3.2
2007-01-08 05:00:00,18.24,8.14,1.29,4.61
2007-01-08 06:00:00,18.8,7.2,2.42,3.09
2007-01-08 07:00:00,18.15,8.24,2.66,0.89
2007-01-08 08:00:00,17.69,6.67,2.91,1.76
2007-01-08 09:00:00,17.13,6.71,3.69,1.64
2007-01-08 10:00:00,17.11,4.88,4.1,3.36
2007-01-08 11:00:00,16.35,7.26,4.99,3.43
2007-01-08 12:00:00,15.83,4.91,6.3500000000000005,3.5
2007-01-08 13:00:00,15.82,4.25,5.3500000000000005,2.08
2007-01-08 14:00:00,16.21,6.0,5.29,0.91
2007-01-08 15:00:00,16.0,4.19,4.95,0.53
2007-01-08 16:00:00,15.71,4.93,3.84,0.17
2007-01-08 17:00:00,14.93,4.25,5.2700000000000005,0.15
2007-01-08 18:00:00,15.55,5.17,8.28,0.21
2007-01-08 19:00:00,15.12,3.89,9.66,0.62
2007-01-08 20:00:00,15.12,3.4,10.21,0.67
2007-01-08 21:00:00,14.62,4.25,13.14,1.74
2007-01-08 22:00:00,13.95,6.8,12.43,2.59
2007-01-08 23:00:00,13.65,5.14,13.12,2.8000000000000003
2007-01-09 00:00:00,13.69,4.78,13.87,2.66
2007-01-09 01:00:00,13.75,7.11,14.29,2.11
2007-01-09 02:00:00,13.97,4.82,9.84,3.96
2007-01-09 03:00:00,14.02,4.93,7.0600000000000005,2.6
2007-01-09 04:00:00,13.83,4.24,5.22,3.88
2007-01-09 05:00:00,13.35,3.79,3.27,3.29
2007-01-09 06:00:00,12.96,2.17,2.39,2.61
2007-01-09 07:00:00,12.97,2.63,2.72,3.73
2007-01-09 08:00:00,13.62,2.32,3.1,2.88
2007-01-09 09:00:00,13.04,1.61,3.35,2.5
2007-01-09 10:00:00,12.32,1.14,3.65,2.19
2007-01-09 11:00:00,12.11,1.46,4.53,1.43
2007-01-09 12:00:00,11.62,1.36,6.0200000000000005,1.66
2007-01-09 13:00:00,11.8,1.52,6.51,1.51
2007-01-09 14:00:00,11.42,1.47,6.82,1.17
2007-01-09 15:00:00,10.62,1.57,6.2,1.04
2007-01-09 16:00:00,10.5,1.49,5.14,0.21
2007-01-09 17:00:00,9.08,0.99,5.04,0.19
2007-01-09 18:00:00,8.790000000000001,0.81,5.8100000000000005,0.27
2007-01-09 19:00:00,8.25,1.01,5.88,0.42
2007-01-09 20:00:00,7.54,1.21,5.15,0.85
2007-01-09 21:00:00,6.7700000000000005,1.31,4.74,1.12
2007-01-09 22:00:00,6.21,1.46,4.26,0.5700000000000001
2007-01-09 23:00:00,5.68,1.5,3.91,0.38
2007-01-10 00:00:00,6.12,1.05,3.08,1.25
2007-01-10 01:00:00,5.59,0.48,1.02,1.37
2007-01-10 02:00:00,5.33,0.24,0.51,0.67
2007-01-10 03:00:00,4.76,0.55,0.77,0.18
2007-01-10 04:00:00,3.67,0.42,0.64,0.99
2007-01-10 05:00:00,2.04,0.13,0.88,0.96
2007-01-10 06:00:00,0.99,0.71,0.28,0.4
2007-01-10 07:00:00,2.28,0.63,0.52,0.36
2007-01-10 08:00:00,4.53,0.13,1.33,0.36
2007-01-10 09:00:00,7.34,0.76,1.63,0.37
2007-01-10 10:00:00,7.23,0.88,1.26,0.52
2007-01-10 11:00:00,5.82,0.72,1.05,0.56
2007-01-10 12:00:00,4.78,0.91,1.16,0.85
2007-01-10 13:00:00,4.5600000000000005,0.98,1.43,1.07
2007-01-10 14:00:00,4.6000000000000005,0.36,1.93,1.3
2007-01-10 15:00:00,4.1,2.29,2.4,0.55
2007-01-10 16:00:00,5.19,2.14,2.54,0.54
2007-01-10 17:00:00,6.18,1.98,2.89,1.27
2007-01-10 18:00:00,8.290000000000001,4.68,3.88,1.32
2007-01-10 19:00:00,9.05,9.51,4.59,2.08
2007-01-10 20:00:00,10.28,10.08,6.18,2.0
2007-01-10 21:00:00,11.47,11.36,11.26,10.79
2007-01-10 22:00:00,10.29,11.87,10.95,19.2
2007-01-10 23:00:00,10.78,11.16,13.49,21.62
2007-01-11 00:00:00,9.68,12.33,11.84,20.36
2007-01-11 01:00:00,8.66,12.67,14.08,18.63
2007-01-11 02:00:00,9.36,12.86,13.36,17.64
2007-01-11 03:00:00,10.75,13.23,13.31,16.91
2007-01-11 04:00:00,10.41,12.89,13.77,16.05
2007-01-11 05:00:00,10.8,13.37,13.81,13.35
2007-01-11 06:00:00,12.48,13.98,12.47,10.26
2007-01-11 07:00:00,13.19,14.58,17.55,4.36
2007-01-11 08:00:00,13.34,14.99,15.2,9.45
2007-01-11 09:00:00,13.6,14.44,15.2,8.35
2007-01-11 10:00:00,14.1,14.16,14.35,11.47
2007-01-11 11:00:00,14.19,12.78,8.89,15.94
2007-01-11 12:00:00,15.2,8.89,10.57,19.28
2007-01-11 13:00:00,16.29,6.66,10.37,20.8
2007-01-11 14:00:00,17.21,7.74,10.19,21.64
2007-01-11 15:00:00,17.11,8.63,8.22,21.74
2007-01-11 16:00:00,15.0,9.59,10.85,23.6
2007-01-11 17:00:00,12.77,13.32,8.32,24.36
2007-01-11 18:00:00,11.67,14.42,11.34,24.02
2007-01-11 19:00:00,11.87,13.4,14.41,23.73
2007-01-11 20:00:00,12.04,13.93,15.34,23.36
2007-01-11 21:00:00,13.43,13.63,16.830000000000002,22.57
2007-01-11 22:00:00,14.99,13.64,19.21,20.84
2007-01-11 23:00:00,15.17,12.88,18.28,20.1
2007-01-12 00:00:00,15.55,13.37,17.42,19.49
2007-01-12 01:00:00,16.21,10.55,16.75,19.99
2007-01-12 02:00:00,15.74,10.26,17.21,21.39
2007-01-12 03:00:00,15.85,12.92,17.91,23.82
2007-01-12 04:00:00,19.14,13.47,16.59,24.44
2007-01-12 05:00:00,18.22,14.0,17.21,24.29
2007-01-12 06:00:00,20.2,13.31,15.56,23.74
2007-01-12 07:00:00,20.12,12.46,12.47,22.77
2007-01-12 08:00:00,20.8,11.67,12.98,20.86
2007-01-12 09:00:00,18.22,11.63,11.73,17.98
2007-01-12 10:00:00,19.39,7.73,9.27,15.05
2007-01-12 11:00:00,19.26,4.87,11.21,13.51
2007-01-12 12:00:00,18.69,4.0200000000000005,12.32,13.05
2007-01-12 13:00:00,18.2,3.74,12.17,12.41
2007-01-12 14:00:00,17.02,3.72,10.72,10.42
2007-01-12 15:00:00,18.87,4.29,10.87,8.22
2007-01-12 16:00:00,16.86,3.49,8.58,3.87
2007-01-12 17:00:00,18.48,3.0,9.44,3.21
2007-01-12 18:00:00,17.41,2.15,7.94,6.93
2007-01-12 19:00:00,17.48,1.79,8.74,3.06
2007-01-12 20:00:00,17.57,1.2,8.31,2.11
2007-01-12 21:00:00,17.66,1.27,7.18,2.09
2007-01-12 22:00:00,17.11,1.4,6.72,2.51
2007-01-12 23:00:00,16.22,3.79,6.49,2.48
2007-01-13 00:00:00,13.43,5.36,7.91,3.31
2007-01-13 01:00:00,10.43,8.23,5.84,2.31
2007-01-13 02:00:00,10.77,7.13,7.640000000000001,3.01
2007-01-13 03:00:00,8.58,5.2700000000000005,9.65,2.34
2007-01-13 04:00:00,7.31,1.85,9.36,4.78
2007-01-13 05:00:00,4.68,1.32,8.67,9.16
2007-01-13 06:00:00,2.85,2.5500000000000003,9.08,10.74
2007-01-13 07:00:00,2.47,3.91,8.31,12.94
2007-01-13 08:00:00,5.76,6.0,7.56,14.04
2007-01-13 09:00:00,4.43,5.72,8.27,14.18
2007-01-13 10:00:00,1.45,8.06,8.2,13.14
2007-01-13 11:00:00,4.71,7.390000000000001,8.620000000000001,12.61
2007-01-13 12:00:00,5.66,6.05,8.61,13.13
2007-01-13 13:00:00,6.68,4.23,7.58,13.45
2007-01-13 14:00:00,7.86,5.22,7.81,13.32
2007-01-13 15:00:00,8.07,5.75,8.02,12.03
2007-01-13 16:00:00,8.98,3.78,9.93,9.74
2007-01-13 17:00:00,8.82,7.34,10.52,8.86
2007-01-13 18:00:00,9.0,7.08,9.93,6.93
2007-01-13 19:00:00,9.86,6.5200000000000005,9.74,5.03
2007-01-13 20:00:00,8.21,6.44,9.1,3.59
2007-01-13 21:00:00,8.15,6.3500000000000005,9.33,2.96
2007-01-13 22:00:00,7.41,5.86,8.33,1.52
2007-01-13 23:00:00,6.92,5.2,8.07,0.79
2007-01-14 00:00:00,6.09,4.94,7.33,0.51
2007-01-14 01:00:00,5.66,3.34,5.91,0.84
2007-01-14 02:00:00,5.38,2.34,4.91,0.52
2007-01-14 03:00:00,5.76,2.75,6.21,0.58
2007-01-14 04:00:00,4.69,3.46,6.3,0.54
2007-01-14 05:00:00,3.93,4.5600000000000005,6.5,0.6900000000000001
2007-01-14 06:00:00,3.58,2.24,5.61,0.5
2007-01-14 07:00:00,3.9,2.18,4.25,0.58
2007-01-14 08:00:00,4.59,2.58,2.7,0.43
2007-01-14 09:00:00,4.92,2.97,1.7,0.27
2007-01-14 10:00:00,4.97,2.85,1.88,0.25
2007-01-14 11:00:00,4.82,2.75,2.04,0.2
2007-01-14 12:00:00,3.99,2.5,1.8,0.42
2007-01-14 13:00:00,3.7,2.13,0.35,0.63
2007-01-14 14:00:00,3.8,1.78,0.34,1.03
2007-01-14 15:00:00,3.6,1.27,0.56,1.22
2007-01-14 16:00:00,2.93,1.26,0.22,1.59
2007-01-14 17:00:00,2.43,1.26,1.17,1.37
2007-01-14 18:00:00,2.31,1.61,2.79,1.92
2007-01-14 19:00:00,2.52,2.02,4.22,2.02
2007-01-14 20:00:00,2.34,2.47,6.0200000000000005,1.83
2007-01-14 21:00:00,3.45,3.22,7.9,1.97
2007-01-14 22:00:00,4.24,3.96,8.040000000000001,1.98
2007-01-14 23:00:00,5.1000000000000005,4.68,6.66,2.29
2007-01-15 00:00:00,5.45,5.79,5.88,4.94
2007-01-15 01:00:00,5.7,7.0200000000000005,5.0200000000000005,4.91
2007-01-15 02:00:00,6.5600000000000005,6.62,3.71,4.3
2007-01-15 03:00:00,7.19,8.23,4.5600000000000005,3.49
2007-01-15 04:00:00,7.55,6.36,6.8,3.2
2007-01-15 05:00:00,7.81,5.01,8.06,3.11
2007-01-15 06:00:00,7.390000000000001,6.67,10.31,3.74
2007-01-15 07:00:00,7.52,5.26,11.2,2.44
2007-01-15 08:00:00,8.77,5.34,9.56,4.55
2007-01-15 09:00:00,9.28,6.96,9.79,2.6
2007-01-15 10:00:00,10.11,8.43,9.61,1.0
2007-01-15 11:00:00,12.14,9.55,8.28,0.3
2007-01-15 12:00:00,12.86,10.28,7.59,0.62
2007-01-15 13:00:00,14.08,11.44,7.75,0.18
2007-01-15 14:00:00,14.25,12.2,6.59,0.8
2007-01-15 15:00:00,14.84,8.33,5.83,0.3
2007-01-15 16:00:00,16.19,9.55,8.55,0.49
2007-01-15 17:00:00,17.03,10.78,11.89,1.23
2007-01-15 18:00:00,17.07,10.57,13.52,1.64
2007-01-15 19:00:00,16.96,10.03,13.6,0.94
2007-01-15 20:00:00,16.05,9.13,12.71,0.27
2007-01-15 21:00:00,15.96,8.73,11.53,1.76
2007-01-15 22:00:00,15.52,8.620000000000001,11.01,1.61
2007-01-15 23:00:00,14.61,8.45,9.77,0.4
2007-01-16 00:00:00,15.58,8.81,9.19,2.35
2007-01-16 01:00:00,16.6,9.92,13.46,4.18
2007-01-16 02:00:00,17.36,11.54,13.69,4.84
2007-01-16 03:00:00,18.76,10.46,12.54,3.15
2007-01-16 04:00:00,19.7,10.92,10.12,3.65
2007-01-16 05:00:00,18.92,9.18,4.95,3.66
2007-01-16 06:00:00,19.5,8.58,3.42,3.82
2007-01-16 07:00:00,18.62,7.57,3.44,3.89
2007-01-16 08:00:00,18.19,6.7700000000000005,6.36,1.19
2007-01-16 09:00:00,18.05,7.22,2.34,0.51
2007-01-16 10:00:00,17.41,7.17,3.72,1.17
2007-01-16 11:00:00,17.55,6.71,5.24,1.33
2007-01-16 12:00:00,17.150000000000002,5.83,4.1,0.94
2007-01-16 13:00:00,17.400000000000002,5.07,6.63,0.96
2007-01-16 14:00:00,17.29,4.11,4.21,0.42
2007-01-16 15:00:00,16.35,3.4,2.19,0.38
2007-01-16 16:00:00,16.2,2.95,3.47,0.51
2007-01-16 17:00:00,15.36,2.87,3.5,0.64
2007-01-16 18:00:00,14.8,3.96,7.8,1.14
2007-01-16 19:00:00,13.3,6.19,8.82,0.86
2007-01-16 20:00:00,11.85,6.69,6.140000000000001,0.81
2007-01-16 21:00:00,10.77,5.59,6.53,0.63
2007-01-16 22:00:00,9.81,4.86,6.99,0.85
2007-01-16 23:00:00,9.1,4.58,5.83,0.96
2007-01-17 00:00:00,8.56,4.28,5.45,0.36
2007-01-17 01:00:00,8.78,4.41,2.09,0.84
2007-01-17 02:00:00,8.8,1.84,0.6900000000000001,0.94
2007-01-17 03:00:00,7.48,1.2,0.58,0.66
2007-01-17 04:00:00,6.53,1.01,0.62,0.36
2007-01-17 05:00:00,6.0,1.09,0.79,0.38
2007-01-17 06:00:00,5.61,0.92,0.55,1.19
2007-01-17 07:00:00,5.0200000000000005,0.09,0.6,0.84
2007-01-17 08:00:00,4.7700000000000005,0.1,0.39,0.36
2007-01-17 09:00:00,3.97,0.6,0.45,0.65
2007-01-17 10:00:00,2.61,0.85,0.78,0.29
2007-01-17 11:00:00,1.33,1.13,0.67,0.16
2007-01-17 12:00:00,2.01,0.6900000000000001,0.96,0.76
2007-01-17 13:00:00,2.17,1.08,2.47,1.57
2007-01-17 14:00:00,2.5,1.83,3.47,3.36
2007-01-17 15:00:00,2.88,2.04,5.57,7.69
2007-01-17 16:00:00,3.08,2.45,6.8,7.19
2007-01-17 17:00:00,2.56,2.59,7.01,7.81
2007-01-17 18:00:00,2.29,2.63,8.040000000000001,6.59
2007-01-17 19:00:00,1.77,2.28,8.51,7.54
2007-01-17 20:00:00,3.02,1.5,8.69,7.63
2007-01-17 21:00:00,2.56,0.23,8.74,7.9
2007-01-17 22:00:00,3.94,0.34,8.290000000000001,7.94
2007-01-17 23:00:00,4.87,7.640000000000001,8.22,7.37
2007-01-18 00:00:00,4.39,7.15,8.68,6.5600000000000005
2007-01-18 01:00:00,4.12,8.15,7.930000000000001,7.51
2007-01-18 02:00:00,4.73,5.69,7.53,7.6
2007-01-18 03:00:00,6.05,3.75,4.46,8.33
2007-01-18 04:00:00,6.01,1.34,4.92,7.37
2007-01-18 05:00:00,7.69,1.46,4.5600000000000005,10.94
2007-01-18 06:00:00,8.69,1.86,4.66,9.47
2007-01-18 07:00:00,9.62,1.92,5.69,6.92
2007-01-18 08:00:00,10.74,2.3000000000000003,4.93,7.99
2007-01-18 09:00:00,11.26,3.72,5.13,7.27
2007-01-18 10:00:00,11.73,3.5700000000000003,6.17,6.38
2007-01-18 11:00:00,12.13,3.91,5.97,5.4
2007-01-18 12:00:00,12.45,4.25,5.68,4.95
2007-01-18 13:00:00,12.92,3.69,3.96,3.89
2007-01-18 14:00:00,13.03,3.53,6.65,7.1000000000000005
2007-01-18 15:00:00,12.77,4.8,8.89,5.64
2007-01-18 16:00:00,12.59,5.86,13.61,5.87
2007-01-18 17:00:00,12.61,5.64,11.57,2.92
2007-01-18 18:00:00,12.75,7.36,12.79,1.67
2007-01-18 19:00:00,12.08,7.51,11.67,1.95
2007-01-18 20:00:00,12.45,7.54,11.15,3.06
2007-01-18 21:00:00,12.37,6.45,11.4,3.82
2007-01-18 22:00:00,13.06,7.26,11.03,2.53
2007-01-18 23:00:00,13.07,7.91,11.45,5.7700000000000005
2007-01-19 00:00:00,11.08,8.83,14.03,6.3100000000000005
2007-01-19 01:00:00,10.72,9.11,14.55,8.46
2007-01-19 02:00:00,12.12,11.54,13.3,8.19
2007-01-19 03:00:00,13.33,6.7,12.71,5.67
2007-01-19 04:00:00,12.98,4.2,11.7,5.63
2007-01-19 05:00:00,12.33,5.3500000000000005,10.95,7.19
2007-01-19 06:00:00,11.66,6.16,9.02,6.65
2007-01-19 07:00:00,11.18,5.97,6.58,6.0600000000000005
2007-01-19 08:00:00,10.89,4.82,5.68,8.22
2007-01-19 09:00:00,11.53,4.76,5.82,8.03
2007-01-19 10:00:00,11.66,4.76,9.99,8.28
2007-01-19 11:00:00,10.98,6.34,7.25,7.44
2007-01-19 12:00:00,11.01,6.7700000000000005,8.790000000000001,5.5
2007-01-19 13:00:00,11.49,7.81,10.08,5.19
2007-01-19 14:00:00,11.82,7.930000000000001,7.26,4.15
2007-01-19 15:00:00,11.52,8.84,7.61,3.09
2007-01-19 16:00:00,10.89,8.28,8.23,0.9
2007-01-19 17:00:00,12.02,6.93,8.06,0.33
2007-01-19 18:00:00,15.74,5.41,8.59,1.85
2007-01-19 19:00:00,15.81,2.87,9.79,1.45
2007-01-19 20:00:00,12.74,2.75,8.13,1.18
2007-01-19 21:00:00,14.82,2.45,8.55,0.9
2007-01-19 22:00:00,14.99,1.94,8.790000000000001,0.42
2007-01-19 23:00:00,12.66,1.07,8.59,0.79
2007-01-20 00:00:00,16.34,1.16,6.2,0.42
2007-01-20 01:00:00,15.07,2.12,7.1000000000000005,0.27
2007-01-20 02:00:00,10.36,3.27,5.65,1.6
2007-01-20 03:00:00,5.94,4.94,5.2700000000000005,1.9
2007-01-20 04:00:00,9.83,1.5,5.86,0.79
2007-01-20 05:00:00,9.46,0.76,4.75,0.31
2007-01-20 06:00:00,6.4,1.16,4.55,0.58
2007-01-20 07:00:00,5.92,2.26,5.46,0.53
